Seat No.,Exam Name,Student Name,College Name,Enrollment No.,SP ID,Subject Name,Ext Marks,Internal Marks,Total Marks,GL,GP,Credit,Total Outoff,SGPA/YGPA,Result
767,BCA Semester Exam,Karan Mehta,Paramount Institute,9HIWAR9L33,976932,C Programming,33,13,46,D,9.34,5,100,9.0,PASS
768,BCA Semester Exam,Priya Shah,ABC College,6JOJLGAUW2,952333,Computer Fundamentals,21,25,46,E,5.25,3,100,6.48,PASS
769,BCA Semester Exam,Divya Mehta,Paramount Institute,XY04CF2Y0U,288052,Unix/Linux Programming,13,13,26,D,8.57,5,100,9.75,FAIL
770,BCA Semester Exam,Heena Rana,Global Science College,KV5TY31ZOA,888964,Computer Networks,56,8,64,A,4.13,4,100,9.0,PASS
771,BCA Semester Exam,Manoj Patel,Paramount Institute,DH37XJGNG2,952002,Operating Systems,49,6,55,C,9.07,4,100,6.12,PASS
772,BCA Semester Exam,Amit Shah,Bright Future College,A9GV1TK7JC,648067,Cloud Computing,32,19,51,D,5.53,2,100,5.15,PASS
773,BCA Semester Exam,Suresh Rana,XYZ Institute,QA6IGZ926J,333101,Computer Fundamentals,37,24,61,E,6.98,1,100,6.81,PASS
774,BCA Semester Exam,Neha Kumar,Paramount Institute,KAUKITV793,530001,Cyber Security,2,5,7,A,5.46,3,100,4.13,FAIL
775,BCA Semester Exam,Amit Kumar,Paramount Institute,FR5SOZ6YEF,156268,C Programming,0,26,26,F,7.82,3,100,6.65,FAIL
776,BCA Semester Exam,Heena Tiwari,Bright Future College,TCFSH8Y8EC,371949,Data Structures,38,1,39,C,9.46,1,100,8.84,FAIL
777,BCA Semester Exam,Neha Chauhan,Sunshine Institute,CWX0GXMN4G,674317,Web Technology,16,24,40,A,5.28,2,100,7.02,PASS
778,BCA Semester Exam,Manoj Mehta,Paramount Institute,JLW9W3Z09E,923112,Big Data,43,2,45,E,8.49,4,100,6.73,PASS
779,BCA Semester Exam,Karan Joshi,Royal Academy,CWXO4OQMPM,652610,Web Technology,6,12,18,C,9.9,4,100,6.92,FAIL
780,BCA Semester Exam,Priya Kumar,Sunshine Institute,0HY80C1940,232146,Data Structures,68,1,69,B,8.31,3,100,4.85,PASS
781,BCA Semester Exam,Heena Shah,Royal Academy,9PGSX9U6JW,650284,PHP & MySQL,15,16,31,B,6.55,3,100,9.17,FAIL
782,BCA Semester Exam,Priya Gupta,XYZ Institute,D2S8ICUTQL,902560,Computer Fundamentals,27,17,44,A,8.98,4,100,7.89,PASS
783,BCA Semester Exam,Sneha Tiwari,XYZ Institute,U4TWV4AZS9,876954,C++ Programming,60,22,82,B,6.49,3,100,4.19,PASS
784,BCA Semester Exam,Heena Tiwari,Bright Future College,0CSKJI44VM,134463,Computer Networks,57,9,66,E,4.12,1,100,9.2,PASS
785,BCA Semester Exam,Priya Gupta,ABC College,FXAGCXWFKS,556322,Data Analytics,16,13,29,B,8.92,3,100,4.11,FAIL
786,BCA Semester Exam,Amit Sen,XYZ Institute,RGP481UYL4,638394,Cyber Security,35,26,61,C,7.29,2,100,9.71,PASS
787,BCA Semester Exam,Neha Joshi,ABC College,2NILWZ3TDD,271585,PHP & MySQL,50,18,68,F,6.99,3,100,8.01,PASS
788,BCA Semester Exam,Suresh Mehta,Paramount Institute,YI6SL2PYQW,488643,Cyber Security,46,30,76,F,7.09,5,100,7.62,PASS
789,BCA Semester Exam,Karan Tiwari,Bright Future College,74TZ2DMDWD,457002,.NET Technology,0,10,10,D,9.53,1,100,9.11,FAIL
790,BCA Semester Exam,Priya Rana,Sunshine Institute,X6E974VCZH,549176,Digital Electronics,60,11,71,C,4.37,1,100,6.5,PASS
791,BCA Semester Exam,Heena Kumar,Global Science College,YMH6BR0TBW,206013,IoT,50,29,79,F,6.4,1,100,5.06,PASS
792,BCA Semester Exam,Suresh Tiwari,Sunshine Institute,3F22S5EP0R,468679,C++ Programming,66,13,79,F,8.72,2,100,8.23,PASS
793,BCA Semester Exam,Sneha Mehta,Paramount Institute,JO78RUSXHN,932083,Machine Learning,40,23,63,E,4.34,4,100,7.54,PASS
794,BCA Semester Exam,Sneha Mehta,Bright Future College,EXIEPL51WT,370595,Cloud Computing,20,30,50,A,7.48,4,100,5.73,PASS
795,BCA Semester Exam,Rohan Mehta,Sunshine Institute,JJDXCCD6JL,361247,Cyber Security,68,27,95,A,6.7,3,100,7.98,PASS
796,BCA Semester Exam,Sneha Gupta,Royal Academy,XCCEHDTUTA,173699,Operating Systems,64,30,94,E,7.46,4,100,5.32,PASS
797,BCA Semester Exam,Rohan Sen,Global Science College,RVKC5SV7R8,797131,Computer Networks,32,7,39,E,9.68,3,100,6.56,FAIL
798,BCA Semester Exam,Suresh Mehta,XYZ Institute,ZBOY3O88AC,395043,Cloud Computing,7,28,35,F,8.64,3,100,7.47,FAIL
799,BCA Semester Exam,Manoj Kumar,Bright Future College,ODCC14NVAK,119262,Mathematics,70,13,83,E,9.2,2,100,9.76,PASS
800,BCA Semester Exam,Karan Tiwari,Sunshine Institute,JN01XAMIL5,770467,Artificial Intelligence,44,19,63,B,6.61,4,100,5.62,PASS
801,BCA Semester Exam,Heena Tiwari,Sunshine Institute,7VQWP7W414,938319,Web Technology,38,11,49,E,8.03,4,100,5.12,PASS
802,BCA Semester Exam,Heena Mehta,Bright Future College,QUL8QETCTH,588087,.NET Technology,32,17,49,C,4.85,2,100,4.92,PASS
803,BCA Semester Exam,Priya Joshi,ABC College,7DZ3LTOYWF,445967,Web Technology,55,16,71,F,8.75,2,100,8.58,PASS
804,BCA Semester Exam,Suresh Mehta,Global Science College,2EPRKZ6N8X,175886,Mobile App Development,63,17,80,A,5.1,3,100,8.17,PASS
805,BCA Semester Exam,Sneha Chauhan,Royal Academy,XWMR0GM0M8,893115,Data Analytics,43,27,70,C,4.61,4,100,5.17,PASS
806,BCA Semester Exam,Amit Sen,Paramount Institute,1VRCE2MLAW,221378,Cloud Computing,68,16,84,F,4.31,3,100,8.09,PASS
807,BCA Semester Exam,Suresh Mehta,XYZ Institute,VSNE4M82E9,696912,Computer Fundamentals,33,30,63,A,4.15,1,100,5.88,PASS
808,BCA Semester Exam,Sneha Joshi,Global Science College,1SO81JQOPL,961013,Computer Fundamentals,4,16,20,D,7.22,2,100,8.52,FAIL
809,BCA Semester Exam,Divya Kumar,XYZ Institute,4N43G0GOH2,584712,Software Engineering,1,18,19,E,6.37,2,100,5.52,FAIL
810,BCA Semester Exam,Rohan Joshi,Bright Future College,G629Z4V31N,937282,Computer Networks,66,13,79,C,7.14,1,100,6.49,PASS
811,BCA Semester Exam,Sneha Kumar,Bright Future College,3RJDE6L0QP,315532,Software Engineering,15,20,35,A,4.12,1,100,7.22,FAIL
812,BCA Semester Exam,Sneha Kumar,Global Science College,0BEXGA9KEE,598010,PHP & MySQL,28,14,42,D,6.18,4,100,4.22,PASS
813,BCA Semester Exam,Priya Sen,Global Science College,66MP11BV61,144289,Mobile App Development,43,12,55,B,7.03,2,100,4.03,PASS
814,BCA Semester Exam,Amit Kumar,XYZ Institute,BK99ME8K6X,640704,DBMS,33,20,53,F,6.85,4,100,7.11,PASS
815,BCA Semester Exam,Suresh Chauhan,Paramount Institute,6TOJEBKQTK,769849,.NET Technology,40,27,67,C,6.36,3,100,5.82,PASS
816,BCA Semester Exam,Karan Joshi,Royal Academy,MGTI9DZGWD,668322,Data Analytics,2,6,8,E,6.84,3,100,5.91,FAIL
817,BCA Semester Exam,Divya Shah,Royal Academy,XJ9EHT7R7K,818231,Software Engineering,1,6,7,B,4.18,4,100,8.92,FAIL
818,BCA Semester Exam,Divya Mehta,ABC College,V119SJSPKD,243309,Machine Learning,69,8,77,B,7.02,1,100,5.2,PASS
819,BCA Semester Exam,Amit Sen,Global Science College,5GNMYMCK3A,155824,Unix/Linux Programming,55,7,62,B,9.23,5,100,5.68,PASS
820,BCA Semester Exam,Rohan Chauhan,ABC College,RVKK8ZMPCN,818908,Big Data,6,23,29,A,4.82,2,100,6.42,FAIL
821,BCA Semester Exam,Karan Patel,Bright Future College,XM62SVHUKS,346654,Digital Electronics,7,2,9,D,6.23,1,100,9.11,FAIL
822,BCA Semester Exam,Neha Rana,Bright Future College,ON5OY7KLQT,307884,Mobile App Development,38,23,61,A,5.99,1,100,4.54,PASS
823,BCA Semester Exam,Amit Kumar,Global Science College,937ZVFBN57,764970,Data Analytics,45,13,58,B,4.34,3,100,4.04,PASS
824,BCA Semester Exam,Divya Kumar,ABC College,QOU2GXOYJH,317834,Web Technology,15,30,45,F,7.0,1,100,6.0,PASS
825,BCA Semester Exam,Rohan Tiwari,XYZ Institute,0UQMYEXFEM,192530,Artificial Intelligence,55,8,63,D,4.34,4,100,9.42,PASS
826,BCA Semester Exam,Karan Tiwari,Sunshine Institute,HL562ECTFD,506902,DBMS,49,29,78,A,5.4,1,100,4.2,PASS
827,BCA Semester Exam,Manoj Tiwari,Global Science College,J2UPQDRYWR,553297,Computer Networks,32,16,48,B,8.15,4,100,4.8,PASS
828,BCA Semester Exam,Heena Shah,Sunshine Institute,5VYAIE7OWL,587435,Machine Learning,65,21,86,A,6.8,5,100,6.43,PASS
829,BCA Semester Exam,Manoj Sen,Royal Academy,NZAXHTTNZW,479646,.NET Technology,60,1,61,E,6.12,3,100,7.85,PASS
830,BCA Semester Exam,Suresh Tiwari,XYZ Institute,N26J0VAQ92,851958,Mobile App Development,17,30,47,F,9.71,3,100,8.16,PASS
831,BCA Semester Exam,Neha Mehta,Global Science College,I750XKKNE7,791050,C Programming,48,3,51,E,9.4,1,100,6.56,PASS
832,BCA Semester Exam,Priya Shah,Sunshine Institute,DTQN0DS4Q2,927217,Operating Systems,24,30,54,C,8.78,3,100,6.58,PASS
833,BCA Semester Exam,Divya Joshi,Bright Future College,0E42HG59AB,587618,Machine Learning,12,22,34,C,4.8,3,100,5.47,FAIL
834,BCA Semester Exam,Amit Chauhan,Royal Academy,FEJ6Y9L75J,451251,Artificial Intelligence,24,10,34,A,7.26,2,100,8.08,FAIL
835,BCA Semester Exam,Manoj Chauhan,Global Science College,6QHYTAZF63,345923,PHP & MySQL,61,2,63,D,9.23,3,100,9.04,PASS
836,BCA Semester Exam,Rohan Sen,Global Science College,0KR6GDGKWJ,222040,Cyber Security,36,6,42,E,9.95,3,100,8.28,PASS
837,BCA Semester Exam,Manoj Shah,Bright Future College,DNNONA3R0R,382460,Unix/Linux Programming,49,6,55,C,9.81,5,100,5.55,PASS
838,BCA Semester Exam,Divya Rana,Global Science College,JH1SX8GQP8,716897,Computer Networks,42,12,54,C,7.41,4,100,7.55,PASS
839,BCA Semester Exam,Divya Chauhan,Global Science College,G5Y297NSCJ,482642,IoT,10,1,11,D,9.63,5,100,9.76,FAIL
840,BCA Semester Exam,Neha Chauhan,Bright Future College,9HZCK4FGPO,401930,Software Engineering,21,2,23,A,4.78,4,100,4.28,FAIL
841,BCA Semester Exam,Neha Shah,Global Science College,IE6G3EJPB0,580650,Data Analytics,27,4,31,B,7.61,4,100,5.91,FAIL
842,BCA Semester Exam,Neha Tiwari,Sunshine Institute,LLIRX8NZI7,199558,IoT,54,9,63,E,9.14,2,100,6.12,PASS
843,BCA Semester Exam,Amit Rana,Paramount Institute,H1HTTE6426,382978,Data Analytics,8,25,33,E,6.24,4,100,9.8,FAIL
844,BCA Semester Exam,Karan Gupta,Global Science College,XRC52PE9W1,216557,Artificial Intelligence,10,12,22,D,6.17,5,100,6.55,FAIL
845,BCA Semester Exam,Priya Joshi,Bright Future College,7UWK7CXJ9H,838713,Web Technology,24,26,50,D,7.76,5,100,6.11,PASS
846,BCA Semester Exam,Heena Chauhan,Global Science College,C8NN7IE1AI,311847,Big Data,42,24,66,C,7.29,4,100,4.35,PASS
847,BCA Semester Exam,Sneha Rana,Global Science College,2D4JVQCRZ5,987548,Big Data,50,8,58,B,6.7,4,100,4.49,PASS
848,BCA Semester Exam,Heena Gupta,Global Science College,QDX7JW041Y,497212,Artificial Intelligence,30,5,35,C,7.36,4,100,6.38,FAIL
849,BCA Semester Exam,Neha Mehta,Paramount Institute,H31IMH1ENR,726454,Mathematics,59,8,67,C,7.95,4,100,6.41,PASS
850,BCA Semester Exam,Neha Tiwari,Sunshine Institute,4HV6WES5WO,207477,Java Programming,9,30,39,E,9.15,1,100,8.2,FAIL
851,BCA Semester Exam,Sneha Sen,Royal Academy,ZBKKAIHWZJ,670320,Computer Networks,32,6,38,F,9.21,2,100,5.45,FAIL
852,BCA Semester Exam,Heena Shah,Paramount Institute,LCGV0ET3VT,836846,Mathematics,39,5,44,C,7.91,4,100,9.62,PASS
853,BCA Semester Exam,Sneha Tiwari,Paramount Institute,BBPQKKUIO3,765587,IoT,67,12,79,A,9.04,4,100,7.46,PASS
854,BCA Semester Exam,Amit Rana,Paramount Institute,CNP1YZ7751,288167,Cyber Security,65,8,73,A,9.48,5,100,9.48,PASS
855,BCA Semester Exam,Amit Mehta,Bright Future College,S6C4YWHKQZ,187718,DBMS,28,25,53,D,4.1,3,100,7.79,PASS
856,BCA Semester Exam,Manoj Joshi,ABC College,KLX9JGAPU5,221799,IoT,69,27,96,F,5.43,5,100,5.28,PASS
857,BCA Semester Exam,Amit Chauhan,ABC College,WP9B16H7OL,582906,Cloud Computing,31,24,55,D,6.66,4,100,7.35,PASS
858,BCA Semester Exam,Priya Rana,Global Science College,699QPLDQLW,851584,Artificial Intelligence,20,11,31,A,5.36,1,100,6.82,FAIL
859,BCA Semester Exam,Neha Joshi,Paramount Institute,H5MAZYDW2W,605017,PHP & MySQL,51,7,58,D,4.8,1,100,6.14,PASS
860,BCA Semester Exam,Priya Joshi,Paramount Institute,R6LTNYEMZH,482268,C Programming,59,29,88,F,7.33,3,100,4.07,PASS
861,BCA Semester Exam,Sneha Sen,Bright Future College,VXJ2CS6CKT,752941,Mobile App Development,8,5,13,A,6.7,3,100,7.25,FAIL
862,BCA Semester Exam,Divya Joshi,ABC College,RDGZRMNLSH,625104,Cloud Computing,64,28,92,F,4.27,4,100,4.52,PASS
863,BCA Semester Exam,Rohan Rana,Sunshine Institute,M3F3ZRDOSG,844462,Web Technology,58,11,69,B,5.81,1,100,9.21,PASS
864,BCA Semester Exam,Neha Shah,Bright Future College,LVNDFQSHHD,957768,Software Engineering,44,20,64,F,9.49,2,100,9.09,PASS
865,BCA Semester Exam,Divya Joshi,Paramount Institute,RUPWW1CRTW,970248,Data Analytics,2,29,31,A,4.08,3,100,6.53,FAIL
866,BCA Semester Exam,Rohan Mehta,Bright Future College,HRJ9KF0RPA,589677,Cyber Security,62,3,65,F,7.51,2,100,4.61,PASS
867,BCA Semester Exam,Divya Patel,Global Science College,EKFP0002Y1,452825,Computer Networks,67,10,77,C,7.49,2,100,5.63,PASS
868,BCA Semester Exam,Karan Chauhan,ABC College,5XH2XQD1I3,151560,C++ Programming,69,14,83,A,5.35,3,100,4.24,PASS
869,BCA Semester Exam,Divya Gupta,Global Science College,TWC7QUHFVR,502629,C++ Programming,70,7,77,A,4.44,5,100,5.2,PASS
870,BCA Semester Exam,Sneha Rana,Bright Future College,LJTFFTIJA3,320356,IoT,3,8,11,B,7.19,4,100,7.45,FAIL
871,BCA Semester Exam,Neha Gupta,ABC College,5T7A2L4YWL,407325,Data Analytics,51,17,68,A,4.61,3,100,4.64,PASS
872,BCA Semester Exam,Suresh Joshi,Global Science College,0BDF2PEG8N,353232,Mathematics,25,28,53,E,7.42,5,100,5.48,PASS
873,BCA Semester Exam,Heena Rana,Global Science College,R3PGDJ1RLI,752997,Machine Learning,46,30,76,D,7.4,1,100,6.49,PASS
874,BCA Semester Exam,Rohan Tiwari,Sunshine Institute,R279XWDCBI,934817,Machine Learning,14,5,19,E,4.08,5,100,9.09,FAIL
875,BCA Semester Exam,Suresh Chauhan,Paramount Institute,ZVDT0Y7RLC,360023,DBMS,59,23,82,F,6.56,1,100,7.38,PASS
876,BCA Semester Exam,Sneha Rana,Royal Academy,ISCFYMGVN9,597654,Mathematics,1,26,27,B,4.99,5,100,7.8,FAIL
877,BCA Semester Exam,Manoj Tiwari,XYZ Institute,9VTT35L7ND,380881,Computer Fundamentals,68,2,70,C,4.2,2,100,6.38,PASS
878,BCA Semester Exam,Neha Rana,XYZ Institute,WPMR0208B0,107464,.NET Technology,28,8,36,D,5.17,3,100,6.12,FAIL
879,BCA Semester Exam,Rohan Gupta,Royal Academy,2WIYWT544I,100370,Mathematics,7,10,17,F,5.11,5,100,9.8,FAIL
880,BCA Semester Exam,Priya Gupta,Royal Academy,UTWBG6AJG3,684889,Operating Systems,32,28,60,F,6.92,2,100,9.96,PASS
881,BCA Semester Exam,Priya Sen,Royal Academy,3IUY6V84RR,511662,Data Structures,66,9,75,A,6.97,1,100,5.63,PASS
882,BCA Semester Exam,Rohan Tiwari,Global Science College,898BITSQIW,210425,C++ Programming,22,6,28,A,6.05,1,100,5.22,FAIL
883,BCA Semester Exam,Divya Chauhan,ABC College,IWXVZ04GMR,533285,Cyber Security,54,29,83,A,7.28,1,100,4.45,PASS
884,BCA Semester Exam,Heena Sen,XYZ Institute,GVQKVWF8GG,117607,Computer Fundamentals,70,18,88,C,7.45,3,100,8.66,PASS
885,BCA Semester Exam,Sneha Gupta,Royal Academy,BCQKFOR3YC,538600,Python Programming,25,4,29,D,6.72,5,100,6.82,FAIL
886,BCA Semester Exam,Priya Joshi,ABC College,ABWUI3IF9Z,573213,Cyber Security,48,27,75,E,5.74,4,100,9.34,PASS
887,BCA Semester Exam,Priya Gupta,Paramount Institute,9ETTV46IBO,986291,Machine Learning,18,24,42,E,7.1,4,100,5.28,PASS
888,BCA Semester Exam,Suresh Shah,Bright Future College,0ZR4U93002,742007,Software Engineering,37,25,62,A,9.74,5,100,8.18,PASS
889,BCA Semester Exam,Sneha Mehta,XYZ Institute,LP095RLL0O,208456,Data Analytics,55,26,81,A,4.22,5,100,8.85,PASS
890,BCA Semester Exam,Rohan Shah,Royal Academy,CR62B282GB,704672,Computer Networks,70,26,96,F,5.92,3,100,5.69,PASS
891,BCA Semester Exam,Priya Kumar,Bright Future College,AYBRIEWCGT,466965,Mobile App Development,44,21,65,A,4.1,4,100,9.88,PASS
892,BCA Semester Exam,Amit Shah,Paramount Institute,93RVR832EQ,311838,Big Data,20,23,43,C,4.09,2,100,6.44,PASS
893,BCA Semester Exam,Rohan Joshi,Royal Academy,0BXSR2KJZ9,123719,E-Commerce,46,8,54,E,4.42,5,100,9.02,PASS
894,BCA Semester Exam,Suresh Shah,Global Science College,ONLJ4725MN,418050,E-Commerce,58,30,88,F,9.22,5,100,6.81,PASS
895,BCA Semester Exam,Amit Joshi,Bright Future College,TVC61RI6PZ,808173,Cyber Security,3,10,13,C,4.24,2,100,7.83,FAIL
896,BCA Semester Exam,Rohan Joshi,ABC College,G7MA2LJMP4,463955,Cloud Computing,47,27,74,C,7.05,3,100,8.39,PASS
897,BCA Semester Exam,Rohan Mehta,Global Science College,WD934UG7DH,211826,PHP & MySQL,11,21,32,C,5.81,1,100,7.93,FAIL
898,BCA Semester Exam,Rohan Sen,Global Science College,2A5J893X82,180566,Unix/Linux Programming,70,26,96,D,6.8,4,100,4.98,PASS
899,BCA Semester Exam,Manoj Gupta,Bright Future College,LDXHEAXHDY,326517,Mobile App Development,61,20,81,D,5.75,4,100,7.8,PASS
900,BCA Semester Exam,Suresh Gupta,Paramount Institute,RJ590HGEZW,233870,Cyber Security,39,2,41,A,8.42,5,100,7.47,PASS
901,BCA Semester Exam,Manoj Gupta,Royal Academy,9OR1MDVCRU,763033,Cyber Security,32,5,37,C,5.39,4,100,4.61,FAIL
902,BCA Semester Exam,Amit Gupta,Sunshine Institute,G6H27J4S90,812958,E-Commerce,23,11,34,B,9.62,3,100,7.61,FAIL
903,BCA Semester Exam,Neha Shah,Global Science College,SR0C1P2TDY,664490,Python Programming,39,9,48,B,4.64,2,100,5.95,PASS
904,BCA Semester Exam,Neha Kumar,XYZ Institute,KLIJGX3ZHL,703490,Cloud Computing,46,13,59,E,5.41,1,100,9.16,PASS
905,BCA Semester Exam,Priya Kumar,Bright Future College,3QNNCWUF1X,436676,PHP & MySQL,53,4,57,E,7.31,4,100,6.85,PASS
906,BCA Semester Exam,Rohan Shah,Global Science College,6Y0WN87UYV,687896,Data Analytics,48,6,54,C,9.84,1,100,7.6,PASS
907,BCA Semester Exam,Neha Kumar,Global Science College,86Y091MDS6,875281,Data Analytics,30,6,36,B,8.69,3,100,7.51,FAIL
908,BCA Semester Exam,Suresh Gupta,Global Science College,TQD7FK7KQO,936579,Data Analytics,0,25,25,E,8.46,4,100,7.24,FAIL
909,BCA Semester Exam,Priya Mehta,Sunshine Institute,FLSK2TZFXZ,974995,.NET Technology,37,13,50,E,9.23,1,100,6.27,PASS
910,BCA Semester Exam,Heena Joshi,Paramount Institute,M7CS2T9FD7,510331,Computer Fundamentals,48,20,68,A,5.64,2,100,9.7,PASS
911,BCA Semester Exam,Divya Mehta,Royal Academy,QGXCT4NTK8,193997,Machine Learning,25,13,38,F,9.05,2,100,7.94,FAIL
912,BCA Semester Exam,Priya Joshi,Paramount Institute,3WUVGX6V4X,747750,Computer Networks,37,9,46,F,9.01,2,100,7.4,PASS
913,BCA Semester Exam,Neha Chauhan,Global Science College,C444JXNQMQ,117343,IoT,15,25,40,F,5.33,4,100,8.2,PASS
914,BCA Semester Exam,Divya Joshi,XYZ Institute,26GAELSKTP,245859,E-Commerce,16,28,44,C,7.59,2,100,5.65,PASS
915,BCA Semester Exam,Manoj Sen,ABC College,7Q8L48L292,330618,Python Programming,45,16,61,F,8.34,1,100,4.7,PASS
916,BCA Semester Exam,Manoj Gupta,Royal Academy,OQWYHS34M9,643341,Web Technology,36,15,51,C,4.1,2,100,8.39,PASS
917,BCA Semester Exam,Manoj Gupta,Paramount Institute,90G71DFBXC,603976,Python Programming,18,24,42,F,4.81,3,100,6.09,PASS
918,BCA Semester Exam,Heena Tiwari,Global Science College,EP7UI1V841,688159,C++ Programming,17,13,30,E,5.84,3,100,9.95,FAIL
919,BCA Semester Exam,Rohan Sen,XYZ Institute,KDZKQCZRB8,664713,DBMS,26,14,40,D,7.0,5,100,5.22,PASS
920,BCA Semester Exam,Neha Joshi,Royal Academy,KWI6TMZOI5,538001,Big Data,60,7,67,D,9.37,4,100,9.25,PASS
921,BCA Semester Exam,Amit Tiwari,Sunshine Institute,46SDBRZTM6,592553,Data Analytics,69,21,90,F,8.6,4,100,5.76,PASS
922,BCA Semester Exam,Rohan Tiwari,ABC College,66DY4RADHS,562161,Web Technology,22,8,30,A,5.21,1,100,9.86,FAIL
923,BCA Semester Exam,Heena Kumar,Global Science College,3BM7ANCDM3,501223,Machine Learning,67,11,78,D,7.61,5,100,9.45,PASS
924,BCA Semester Exam,Amit Chauhan,Sunshine Institute,8G2DOFNAC8,724652,Artificial Intelligence,9,20,29,A,9.55,1,100,5.69,FAIL
925,BCA Semester Exam,Rohan Tiwari,Royal Academy,YIINU585RR,595530,Data Structures,45,3,48,F,6.18,2,100,5.47,PASS
926,BCA Semester Exam,Karan Mehta,XYZ Institute,Q4K6KBGXSG,848662,DBMS,2,18,20,A,6.66,2,100,7.61,FAIL
927,BCA Semester Exam,Rohan Sen,ABC College,67C3TNLQQS,836271,Java Programming,32,13,45,B,4.82,1,100,7.27,PASS
928,BCA Semester Exam,Amit Joshi,Bright Future College,GY5Y7D9VF0,159872,IoT,0,13,13,A,7.14,3,100,5.74,FAIL
929,BCA Semester Exam,Karan Kumar,Global Science College,67K92WAPVE,635175,Operating Systems,8,11,19,C,9.69,3,100,4.5,FAIL
930,BCA Semester Exam,Rohan Joshi,Sunshine Institute,TBYITGCCFU,703306,Java Programming,66,3,69,B,5.18,3,100,5.01,PASS
931,BCA Semester Exam,Suresh Rana,Royal Academy,HTTU7YM75D,158403,C Programming,11,24,35,E,9.87,1,100,5.97,FAIL
932,BCA Semester Exam,Manoj Patel,Royal Academy,BQV9YJ2HYO,550008,Machine Learning,57,20,77,F,5.31,5,100,5.1,PASS
933,BCA Semester Exam,Heena Gupta,ABC College,QPFCKKUK59,502929,Web Technology,25,18,43,C,9.7,3,100,9.71,PASS
934,BCA Semester Exam,Amit Shah,XYZ Institute,2GMOS3IZ1Y,203275,Web Technology,27,21,48,E,5.11,4,100,9.17,PASS
935,BCA Semester Exam,Sneha Kumar,XYZ Institute,ECI9RO6AGE,706236,E-Commerce,30,18,48,C,9.15,3,100,6.3,PASS
936,BCA Semester Exam,Heena Joshi,XYZ Institute,VJJ1BP0PAW,529800,Big Data,36,19,55,D,5.68,3,100,8.79,PASS
937,BCA Semester Exam,Heena Tiwari,ABC College,J5YTZVF7QL,160525,E-Commerce,50,7,57,F,4.55,1,100,6.29,PASS
938,BCA Semester Exam,Sneha Chauhan,XYZ Institute,G7X1I5S53P,152170,C Programming,29,27,56,A,4.43,5,100,4.96,PASS
939,BCA Semester Exam,Sneha Kumar,Sunshine Institute,VH0PIMJT79,116384,IoT,39,22,61,F,7.08,2,100,7.14,PASS
940,BCA Semester Exam,Suresh Kumar,Paramount Institute,8U1DO63IM4,870865,Web Technology,65,26,91,D,8.33,5,100,5.42,PASS
941,BCA Semester Exam,Karan Shah,XYZ Institute,864JWT6UCS,869095,Cloud Computing,51,22,73,C,8.85,2,100,9.63,PASS
942,BCA Semester Exam,Manoj Shah,Royal Academy,49ONPSA8EI,720952,Big Data,49,17,66,C,6.17,3,100,8.16,PASS
943,BCA Semester Exam,Sneha Patel,Royal Academy,AQ3WJA0YXF,970130,Machine Learning,32,19,51,B,5.34,3,100,8.75,PASS
944,BCA Semester Exam,Heena Patel,Paramount Institute,0K6CMQR2IW,414055,DBMS,13,6,19,C,5.17,1,100,6.15,FAIL
945,BCA Semester Exam,Sneha Rana,Paramount Institute,XAVJ19M2UM,753600,Computer Fundamentals,61,17,78,F,5.62,3,100,7.73,PASS
946,BCA Semester Exam,Neha Sen,Global Science College,OAWDKFLQL4,922943,Computer Networks,29,7,36,F,5.54,5,100,5.81,FAIL
947,BCA Semester Exam,Priya Mehta,Global Science College,TTGW99S1W7,685275,C Programming,41,16,57,F,5.95,4,100,8.31,PASS
948,BCA Semester Exam,Suresh Gupta,Paramount Institute,W2WY41SBH9,511517,Cyber Security,32,19,51,E,6.75,4,100,7.13,PASS
949,BCA Semester Exam,Priya Kumar,Global Science College,NIBBZP7YV2,704128,PHP & MySQL,63,21,84,B,8.06,2,100,9.24,PASS
950,BCA Semester Exam,Karan Mehta,Royal Academy,XESFFZFP9T,545526,PHP & MySQL,45,22,67,A,6.38,4,100,9.42,PASS
951,BCA Semester Exam,Manoj Rana,Sunshine Institute,JC302KM3MU,881615,Unix/Linux Programming,2,29,31,D,8.17,4,100,4.6,FAIL
952,BCA Semester Exam,Sneha Mehta,XYZ Institute,IJERMEHGAK,126235,Artificial Intelligence,33,8,41,E,5.48,4,100,8.26,PASS
953,BCA Semester Exam,Priya Joshi,Global Science College,9DLKP4IYAM,746391,Operating Systems,45,0,45,A,9.51,5,100,9.51,PASS
954,BCA Semester Exam,Karan Gupta,Royal Academy,5XGS5US1I0,923573,DBMS,65,19,84,F,4.47,3,100,9.47,PASS
955,BCA Semester Exam,Divya Mehta,Royal Academy,61W90T60OC,267676,Software Engineering,70,2,72,B,7.94,1,100,7.03,PASS
956,BCA Semester Exam,Karan Mehta,Royal Academy,1F8FWUBO93,145349,Data Structures,10,1,11,D,5.82,5,100,8.96,FAIL
957,BCA Semester Exam,Heena Sen,Bright Future College,PO9KYNJ0VY,251124,Machine Learning,45,12,57,A,6.85,2,100,8.5,PASS
958,BCA Semester Exam,Sneha Patel,Royal Academy,LEI5BXTRS2,103259,Cyber Security,11,30,41,D,6.14,5,100,8.82,PASS
